1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.553138,-0.16376,2043650.524907,-0.0995407,2092150.565528,0.269455,214380.647266,0.431261,2121190.457287,0.129052,2025520.356347,-0.0382317,1924190.553135,0.0357299,1934910.605714,-0.0109083,1934460.686839,0.119718,2226050.783931,-0.109312,2339670.830415,-0.306111,2385130.908133,-0.361375,2371960.493072,-0.212651,2002150.69144,-0.495171,1807210.492864,-0.658572,1926280.441802,-0.568197,1970070.610841,-0.223477,2057390.550098,-0.607571,201120.493675,-0.953849,2177010.556665,-0.979968,212923,h
0.554577,-0.15998,2046250.526018,-0.0972795,2093670.565775,0.269456,214350.646697,0.431193,2119850.457343,0.129057,2025480.354835,-0.037601,1924910.551727,0.0369332,1935490.604386,-0.00964389,1935260.687144,0.119724,2225690.784237,-0.10931,2339310.830723,-0.306115,2384770.908443,-0.36138,237160.493581,-0.212064,2002560.689811,-0.496757,1809780.491235,-0.660163,1928850.44174,-0.568367,1970970.612409,-0.220053,2063760.550288,-0.60626,2011590.494077,-0.953232,2176430.556972,-0.97984,212786,h
0.555894,-0.156262,2048840.527188,-0.094709,2095470.56599,0.269459,2143250.646232,0.431147,2118810.45734,0.12912,2025520.353486,-0.03697,1925640.550493,0.0379486,1936020.603237,-0.00860143,1935970.687417,0.11973,2225370.784512,-0.109307,23390.830999,-0.306118,2384460.908721,-0.361383,2371280.494211,-0.211269,2002820.687637,-0.499521,1814180.489066,-0.662938,1933260.441503,-0.569048,1972740.613671,-0.217369,2070.550507,-0.604911,2012040.494477,-0.952594,217590.557246,-0.97962,212659,h
0.556846,-0.153846,2050720.528159,-0.0928164,2096970.566193,0.269452,2143030.645863,0.431106,2118030.457259,0.129347,202580.35249,-0.0363316,1926330.549577,0.0387673,1936470.602393,-0.00777264,1936570.687674,0.119729,2225090.78477,-0.109312,2338720.831259,-0.306128,2384180.908983,-0.361394,23710.494806,-0.210563,2003050.685962,-0.502139,1818530.487397,-0.665564,1937610.441332,-0.569893,1974790.614501,-0.216055,2073940.550775,-0.603935,2012560.494822,-0.95223,2175530.557474,-0.979655,212554,h
0.557528,-0.152163,205210.52892,-0.0914035,2098190.566381,0.269433,2142880.645568,0.431071,2117430.457121,0.129677,2026260.351772,-0.0357731,1926920.548906,0.0392923,1937030.601774,-0.00723931,1937250.68791,0.119716,2224870.785008,-0.109329,233850.831498,-0.30615,2383960.909224,-0.361416,2370780.495333,-0.209938,2003240.684745,-0.504593,1822890.486187,-0.668026,1941970.441248,-0.570869,1977130.615054,-0.215272,2076610.551023,-0.603127,2013060.495116,-0.951938,2175270.557653,-0.979674,21248,h
0.558031,-0.151016,2053150.529534,-0.0903674,2099210.566558,0.269413,2142770.645334,0.431044,2116980.456941,0.130125,2026930.351269,-0.0352585,192750.555593,0.00043781,1932990.606234,-0.0323462,1935040.68813,0.119703,2224690.785231,-0.109347,2338330.831722,-0.306171,2383790.90945,-0.361439,2370610.495816,-0.209404,2003450.683908,-0.506576,1826530.485356,-0.670014,1945610.441227,-0.571797,1979370.615439,-0.214808,2078460.551283,-0.602468,201360.495372,-0.951739,2175070.5578,-0.979776,212415,h
0.558597,-0.150191,2054210.530219,-0.0895624,2100290.566731,0.26939,2142680.645151,0.431024,2116640.456746,0.130608,2027710.350932,-0.0348227,1928090.559218,-0.0188529,1930890.609292,-0.0483549,1933530.688338,0.119687,2224550.785441,-0.109366,2338190.831933,-0.306195,2383650.909663,-0.361464,2370470.496529,-0.208928,2003790.683113,-0.508276,1829190.484566,-0.671717,1948270.441164,-0.572745,1981250.615936,-0.214731,2080230.552475,-0.601962,2015210.495954,-0.951727,2175160.55811,-0.980116,212383,h
0.559066,-0.149543,2055110.530829,-0.0888921,2101280.566972,0.269343,2142640.645014,0.431005,2116390.456554,0.131108,2028570.350727,-0.0344244,1928620.561025,-0.0282533,1929940.611405,-0.058963,1932560.688584,0.119656,2224430.78569,-0.109401,2338070.832183,-0.306235,2383530.909916,-0.361505,2370350.497162,-0.208493,2004040.682409,-0.510046,1832010.483869,-0.673489,1951090.441099,-0.573828,1983310.616329,-0.214853,2081770.553492,-0.601582,201660.4965,-0.951729,2175310.558364,-0.980386,212361,h
0.559461,-0.14887,2055950.531381,-0.0881741,2102240.567262,0.269299,2142640.644917,0.430992,2116210.456378,0.131601,2029450.350673,-0.0340903,1929080.562272,-0.0343766,1929270.613109,-0.0668711,1931750.688853,0.119628,2224350.785962,-0.109434,2337990.832456,-0.306273,2383450.910191,-0.361544,2370270.497764,-0.207913,2004050.681672,-0.512358,1836120.483139,-0.675802,195520.44101,-0.57521,1985970.616606,-0.215067,2083240.554098,-0.601241,2017480.49701,-0.951556,2175670.558573,-0.980412,21236,h
