0.559757,-0.148364,2056610.531814,-0.0876169,2103020.567642,0.269255,2142730.644852,0.430983,2116080.456229,0.132059,2030290.350822,-0.0338335,192950.56346,-0.0397432,1930580.614655,-0.0740406,1932750.689166,0.119601,2224320.78628,-0.109466,2337970.832775,-0.30631,2383430.910513,-0.361582,2370250.498256,-0.207414,2004020.681108,-0.514337,1839750.482581,-0.677781,1958820.44093,-0.57648,1988420.616779,-0.215324,2084370.554537,-0.600988,2018160.497439,-0.951394,2176040.55875,-0.980402,212365,h
0.577979,-0.165809,2106390.549386,-0.0977304,215350.593226,0.27915,2196180.676997,0.446597,2183780.484695,0.142796,2081280.441076,-0.0730377,1960570.534763,-0.269253,1848460.56221,-0.340818,1811440.715464,0.116887,2292490.776672,-0.174472,2372180.856729,-0.221294,2573780.945297,-0.269063,2579180.520938,-0.197931,2063290.728519,-0.477637,1873550.6478,-0.753137,1971470.623126,-0.634942,1974250.630982,-0.245664,2124340.524145,-0.701156,2361150.432044,-0.969329,2466670.496714,-101033,239644,b
0.577941,-0.16796,2103820.549244,-0.099584,2150790.593113,0.278747,2193360.676712,0.446091,2180920.484809,0.14234,2078160.441507,-0.0745883,1958530.533125,-0.272344,1848540.552303,-0.333371,1822570.715408,0.11662,2289060.77661,-0.174717,2368730.856901,-0.221538,257020.94543,-0.269235,257560.521096,-0.20003,2061790.724266,-0.480468,1868110.643536,-0.755911,1966010.619497,-0.637552,1970140.6309,-0.247026,212090.523562,-0.702159,2357830.431467,-0.970322,2463340.496337,-101146,239307,b
0.577908,-0.169476,210170.549153,-0.100936,2148520.593,0.278268,2190570.676484,0.445561,2178250.484735,0.141913,2075540.441269,-0.0763852,1956610.532102,-0.274866,1849160.547516,-0.329894,1828060.715321,0.116287,2285750.776519,-0.175024,2365410.856988,-0.221869,2566720.945499,-0.269517,2572120.52117,-0.201754,2060340.720437,-0.482897,1863030.639696,-0.758291,1960910.616193,-0.639835,1966120.630864,-0.247945,2118130.523136,-0.702915,2355040.431046,-0.971068,2460550.496034,-101232,239018,b
0.57794,-0.170435,2099810.549153,-0.101834,2146510.592934,0.277767,2187860.676334,0.445094,2175780.484563,0.141493,2073240.440704,-0.0778446,1954980.531455,-0.276676,1850040.544813,-0.328296,1830890.715249,0.115927,2282620.776439,-0.175355,2362260.857043,-0.222239,2563410.94555,-0.269857,2568810.521277,-0.203172,2058570.717496,-0.485241,1859410.636752,-0.760594,1957280.613562,-0.642121,1963040.630904,-0.248446,2115940.522777,-0.703442,2352530.430692,-0.971584,2458030.495741,-101293,238754,b
0.57807,-0.170646,2097860.54922,-0.102189,214460.592853,0.277401,2185670.676183,0.444732,2173660.484342,0.141104,2071250.43989,-0.0791193,1953550.531061,-0.27795,1850860.543191,-0.327106,1832860.715154,0.115643,2279990.776338,-0.17561,2359620.857033,-0.222534,2560630.945545,-0.270136,2566020.521541,-0.204041,2056730.713176,-0.488242,1855450.632428,-0.763554,195330.609978,-0.644932,1959610.630994,-0.247917,2113590.522532,-0.703417,2349670.430452,-0.971546,2455160.495552,-101294,238456,b
0.578252,-0.17095,2095650.549314,-0.102599,2142490.592664,0.277115,2183620.675973,0.44446,2171720.483988,0.140729,2069360.438741,-0.0802621,19520.530758,-0.278815,1851340.542969,-0.326479,1833840.714968,0.115411,2277580.776145,-0.175811,235720.856899,-0.222781,2558080.945421,-0.270375,2563470.521948,-0.204946,2054720.709987,-0.490805,1852130.629237,-0.766085,1949970.607254,-0.647406,1956660.631038,-0.247714,2110890.52209,-0.70486,2342630.430019,-0.972971,244810.495147,-101439,237736,b
0.578387,-0.171108,2093530.549366,-0.102886,2140440.592384,0.276864,2181640.675665,0.444193,216970.483526,0.140396,2067560.437383,-0.0811377,1950410.530564,-0.279382,1851750.543713,-0.32613,1834160.71471,0.115197,2275330.77588,-0.175993,2354940.856667,-0.223012,2555710.945204,-0.270605,256110.52226,-0.205681,2052790.707539,-0.492785,1849410.626789,-0.76804,1947240.605115,-0.64936,1954180.631079,-0.247434,2108370.521675,-0.705602,2337750.429612,-0.973696,2443220.494746,-101513,237238,b
0.577472,-0.170328,2089780.548743,-0.102654,2137360.592122,0.276613,2179950.675357,0.443945,216790.48295,0.139992,2065660.435934,-0.0816583,1948850.530438,-0.279685,1852150.544952,-0.325958,1833990.714461,0.114976,2273380.775624,-0.176183,2352970.856428,-0.22325,2553650.94498,-0.270847,2559040.520167,-0.205237,2046160.706443,-0.494383,1848760.625691,-0.769615,1946580.604037,-0.650849,195320.630368,-0.246771,2105250.518809,-0.705361,2332880.426753,-0.973439,2438340.491908,-101486,236747,b
0.576415,-0.170397,2085820.547948,-0.102932,2133950.591815,0.276361,2178180.675023,0.443731,2166090.482378,0.139629,2063940.434573,-0.0819626,1947390.530375,-0.27982,1852510.546397,-0.325913,1833560.714179,0.114751,2271460.775335,-0.176375,2351030.856141,-0.223494,2551630.94471,-0.271098,2557010.518593,-0.205448,2041970.705627,-0.495281,1847880.624875,-0.770499,1945690.603242,-0.651808,1952190.629316,-0.246896,2099470.516826,-0.705198,2329030.424775,-0.973261,2434480.4899,-101466,236354,b
0.575503,-0.170645,2082490.547232,-0.10331,2130950.591561,0.276105,2176540.67472,0.443528,2164340.481777,0.139313,2062290.433414,-0.0821636,1946140.530329,-0.279884,1852770.547885,-0.32601,183290.713933,0.11452,2269680.775081,-0.176573,2349240.855882,-0.223743,2549770.944465,-0.271355,2555150.517357,-0.205712,2039060.705105,-0.495914,1847150.624353,-0.771122,1944960.602706,-0.652474,1951330.62857,-0.247223,2094360.515383,-0.705004,2326120.423336,-0.973054,2431570.488421,-101443,236057,b
0.332864,-0.250269,2144930.356188,-0.175934,2153290.576938,0.131106,2122450.695507,0.26414,2117730.41971,0.0470443,2015990.480947,-0.179177,1907840.549246,-0.371211,1855310.578309,-0.431387,1838310.680268,0.0350729,2311130.687428,-0.191851,2374360.822677,-0.347307,2403490.870369,-0.397363,2417060.233451,-0.271444,2126450.349823,-0.689234,2073130.254815,-0.846745,2348530.242905,-0.723104,2282980.361355,-0.322634,2172560.427613,-0.753506,2183430.194957,-108825,2345210.239661,-109874,227438,c
0.332583,-0.249527,2145440.355942,-0.175264,2153690.576042,0.131192,2122710.694854,0.264348,2117620.418287,0.0466794,2016360.48102,-0.179088,1907810.548995,-0.372207,1855450.572632,-0.396642,1809890.680068,0.035803,2311070.687321,-0.191707,2374240.82578,-0.345264,2403150.873096,-0.395381,2416830.233348,-0.271183,2125920.350016,-0.688661,2074110.253645,-0.841821,2349940.244147,-0.718623,2284880.360857,-0.322226,2175060.427781,-0.752746,2184450.19528,-108761,2346130.240688,-110025,227711,c
0.331058,-0.270509,2168820.350851,-0.197068,2173520.549906,0.0984599,2126260.687958,0.260193,2117670.416818,0.0463847,2016790.481076,-0.178987,1907790.556301,-0.37548,1827840.57696,-0.375001,1772760.664962,0.018973,2312560.704398,-0.227776,2382730.858751,-0.363941,2408720.896418,-0.403402,2419640.238319,-286,2157730.350736,-0.68944,2072460.263741,-0.843442,2351910.24155,-0.718457,2286420.363223,-0.349884,2192050.419667,-0.772244,2221890.18905,-110854,2382760.233267,-115332,233591,c
0.331743,-0.261423,2166710.350937,-0.189823,2172660.547216,0.100822,2127720.684783,0.259264,2117820.415473,0.0461679,2017180.481119,-0.178896,1907780.556174,-0.374442,1830350.57669,-0.365301,1766230.662376,0.0188016,2313110.708168,-0.233522,2383830.865089,-0.366617,240970.902527,-0.405127,2420560.240255,-0.280733,2144350.350838,-0.689028,207380.251074,-0.839825,2346660.234177,-0.724069,2287440.362489,-0.34264,219540.421461,-0.768396,2223310.191322,-110508,2384050.239563,-114507,23332,c
0.331079,-0.265929,2171330.349099,-0.195349,2177020.536632,0.0873526,2129530.681325,0.257579,211810.414309,0.0459965,2017520.481153,-0.1788,1907760.555414,-0.373081,1835030.57635,-0.358471,176320.65358,0.00921767,2314380.699425,-0.223264,2379190.857705,-0.358246,2407370.901921,-0.40157,2419960.241438,-0.282571,2145240.351421,-0.690159,2073870.246506,-0.842523,2340260.227777,-0.729717,2287910.360373,-0.353466,2205990.417475,-0.77589,2236530.187989,-11131,2397050.234397,-116616,235468,
0.331003,-0.264156,2171730.348995,-0.192587,217710.543566,0.105752,2129330.679612,0.257359,2118280.413333,0.0458738,2017790.481178,-0.17867,1907730.554464,-0.371713,1839970.5759,-0.353784,1763380.65293,0.0133392,2314730.702649,-0.223648,2378670.859316,-0.358843,240760.904329,-0.402629,2420490.242075,-0.282971,2144460.351694,-0.690522,2074240.237974,-0.844302,2332120.223068,-0.734182,2288060.359703,-0.347577,2207540.418545,-0.772582,223480.189236,-110993,2395320.239002,-115335,23433,c
0.33074,-0.260347,2169310.3491,-0.18826,2175130.548311,0.116796,2128980.678326,0.25761,2118450.412507,0.0457876,20180.481196,-0.178558,1907710.554045,-0.370556,184430.575761,-0.351031,1766010.653391,0.0182871,2314890.691908,-0.201068,2370150.849839,-0.351856,2405250.902828,-0.401501,2420290.241779,-0.281826,2139640.351934,-0.69073,2074930.232855,-0.844565,2328460.219744,-0.737522,2288090.358766,-0.340678,2205710.419459,-0.767788,2228840.19017,-110514,2389430.241759,-11404,23292,c
0.330584,-0.257183,2166830.34933,-0.184636,2173090.551464,0.123701,2128590.67733,0.258484,2118630.411807,0.045736,2018150.48121,-0.178457,1907690.553723,-0.369721,1847610.575677,-0.349858,1769780.654378,0.0231713,2314880.686679,-0.190251,2365920.843237,-0.34756,2403870.900469,-0.40049,2420160.24141,-0.280897,2136320.35211,-0.690898,2075570.229303,-0.844647,2326030.217394,-0.739837,2288150.358889,-0.335367,220180.420324,-0.764035,2223170.190891,-110124,2383880.243077,-113155,231888,c
0.33054,-0.25378,2163630.349655,-0.180936,2170480.553479,0.128238,2128190.67649,0.259987,2118720.411212,0.0457037,2018260.481216,-0.17833,1907660.553423,-0.369061,1850110.57829,-0.387355,1799960.655461,0.0276042,2314730.684823,-0.186337,2364160.838734,-0.34469,2402920.894207,-0.397824,2419610.24103,-0.279699,2132650.352174,-0.691026,2076320.227226,-0.844651,2324760.215999,-0.741103,2288220.359075,-0.330309,2197570.423816,-0.759024,2214930.194145,-109606,2375820.247074,-111885,230555,c
0.330447,-0.250988,2160610.349903,-0.177935,2168020.554843,0.131246,2127850.675909,0.261668,2118740.410677,0.0456818,2018330.481214,-0.178196,1907630.553204,-0.368562,1851950.579784,-0.409293,1817090.656525,0.0313172,2314510.683589,-0.183689,2363020.82494,-0.34414,2404760.875304,-0.39494,2418590.240451,-0.278495,2128630.352164,-0.69113,2077240.215533,-0.834661,2324640.215121,-0.738215,2281290.3591,-0.326848,2194390.425696,-0.755418,2208220.195861,-109229,2369210.248826,-111185,2297,c
